mod_id,mod_name,mod_version,mod_file,mod_url,display_url,issue_tracker_url
endermanoverhaul,Enderman Overhaul,1.0.4,endermanoverhaul-forge-1.20.1-1.0.4.jar,,https://modrinth.com/mod/enderman-overhaul,https://github.com/bonsaistudi0s/endermanoverhaul/issues
creativecore,CreativeCore,2.12.32,CreativeCore_FORGE_v2.12.32_mc1.20.1.jar,,https://modrinth.com/mod/creativecore,https://github.com/CreativeMD/CreativeCore/issues
fluidtank,Fluid Tank,20.7.5,largefluidtank-forge-20.7.5.jar,https://github.com/Kotori316/FluidTank2,https://github.com/Kotori316/FluidTank2,https://github.com/Kotori316/FluidTank2/issues
enderio,Ender IO,6.2.11-beta,EnderIO-1.20.1-6.2.11-beta-all.jar,,http://enderio.com/,https://github.com/Team-EnderIO/EnderIO/issues
easy_villagers,Easy Villagers,1.20.1-1.1.23,easy-villagers-forge-1.20.1-1.1.23.jar,,https://www.curseforge.com/minecraft/mc-mods/easy-villagers,https://github.com/henkelmax/easy-villagers/issues
mes,Moog's End Structures,1.3.4-1.20-forge,mes-1.3.4-1.20-forge.jar,,,
jaopca,JAOPCA,4.4.16.31,JAOPCA-1.20.1-4.4.16.31.jar,,https://www.curseforge.com/minecraft/mc-mods/jaopca,https://github.com/TheLMiffy1111/JAOPCA/issues
bucketlib,BucketLib,1.20.1-2.3.7.1,bucketlib-1.20.1-2.3.7.1.jar,,https://github.com/cech12/BucketLib,https://github.com/cech12/BucketLib/issues
fastbench,Fast Workbench,8.0.4,FastWorkbench-1.20.1-8.0.4.jar,,,
storagedrawers,Storage Drawers,12.9.14,StorageDrawers-1.20.1-12.9.14.jar,,,https://github.com/jaquadro/StorageDrawers/issues
fluxnetworks,Flux Networks,7.2.1.15,FluxNetworks-1.20.1-7.2.1.15.jar,,https://www.curseforge.com/minecraft/mc-mods/flux-networks,https://github.com/SonarSonic/Flux-Networks/issues
betterarcheology,Better Archeology,1.2.1-1.20.1,betterarcheology-1.2.1-1.20.1.jar,,,
buildinggadgets2,Building Gadgets 2,1.0.7,buildinggadgets2-1.0.7.jar,,https://github.com/Direwolf20-MC/BuildingGadgets2,
fancymenu,FancyMenu,3.6.2,fancymenu_forge_3.6.2_MC_1.20.1.jar,,,
quartz,Quartz,0.2.0-alpha.0.1,quartz-1.20.1-0.2.0-alpha.0.1.jar,,https://biggerseries.net/,
createmetallurgy,Create Metallurgy,0.0.7-C6-1.20.1,createmetallurgy-0.0.7-C6-1.20.1.jar,,https://modrinth.com/mod/create-metallurgy,https://github.com/Lucreeper74/Create-Metallurgy/issues
ferritecore,Ferrite Core,6.0.1,ferritecore-6.0.1-forge.jar,,,
functionalstorage,Functional Storage,1.20.1-1.2.10,functionalstorage-1.20.1-1.2.10.jar,,,
betterf3,BetterF3,7.0.2,BetterF3-7.0.2-Forge-1.20.1.jar,,https://modrinth.com/mod/betterf3,https://github.com/TreyRuffy/BetterF3/issues/
overloadedarmorbar,Overloaded Armor Bar,1.20.1-1,overloadedarmorbar-1.20.1-1.jar,,,https://github.com/Tfarcenim/OverloadedArmorBar/issues
create_enchantment_industry,Create Enchantment Industry,1.3.3-for-create-6.0.6,create_enchantment_industry-1.3.3-for-create-6.0.6.jar,,,
createaddition,Create Crafts & Additions,1.20.1-1.3.1,createaddition-1.20.1-1.3.1.jar,,https://github.com/mrh0/createaddition,https://github.com/mrh0/createaddition/issues
saturn,Saturn,0.1.3,saturn-mc1.20.1-0.1.3.jar,,https://legacy.curseforge.com/minecraft/mc-mods/saturn,https://github.com/AbdElAziz333/Saturn/issues
exdeorum,Ex Deorum,1.46,exdeorum-1.46.jar,,,
supermartijn642configlib,SuperMartijn642's Config Library,1.1.8,supermartijn642configlib-1.1.8-forge-mc1.20.jar,,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-config-lib,https://github.com/SuperMartijn642/SuperMartijn642sConfigLib/issues
quarryplus,QuarryPlus,1201.1.121,AdditionalEnchantedMiner-1.20.1-1201.1.121.jar,,https://github.com/Kotori316/QuarryPlus,https://github.com/Kotori316/QuarryPlus/issues
xenon,Xenon,0.3.31,xenon-0.3.31+mc1.20.1.jar,,,
rubidium,Rubidium (Xenon),0.7.1,xenon-0.3.31+mc1.20.1.jar,,,
embeddium,Embeddium (Xenon),0.3.31,xenon-0.3.31+mc1.20.1.jar,,,
oculus,Oculus,1.8.0,oculus-mc1.20.1-1.8.0.jar,,https://curseforge.com/minecraft/mc-mods/oculus,https://github.com/Asek3/Oculus/issues
scena,Scena,1.0.103,scena-forge-1.0.103.jar,,,
playeranimator,Player Animator,1.0.2-rc1+1.20,player-animation-lib-forge-1.0.2-rc1+1.20.jar,,,
irons_spellbooks,Iron's Spells 'n Spellbooks,1.20.1-3.4.0.9,irons_spellbooks-1.20.1-3.4.0.9.jar,,https://www.curseforge.com/minecraft/mc-mods/irons-spells-n-spellbooks,https://github.com/iron431/Irons-Spells-n-Spellbooks/issues
botarium,Botarium,2.3.4,botarium-forge-1.20.1-2.3.4.jar,,https://modrinth.com/mod/botarium,https://github.com/terrarium-earth/botarium/issues
ponder,Ponder,1.0.80,Ponder-Forge-1.20.1-1.0.80.jar,,https://github.com/Creators-of-Create/Ponder,https://github.com/Creators-of-Create/Ponder/issues
uppers,Uppers,1.0.1,Uppers-1.0.1.jar,,,https://github.com/vadis365/Uppers/issues
mcwwindows,Macaw's Windows,2.4.0,mcw-windows-2.4.0-1.20.1forge.jar,,https://www.curseforge.com/minecraft/mc-mods/macaws-windows,
stalwart_dungeons,Stalwart Dungeons,1.2.8,stalwart-dungeons-1.20.1-1.2.8.jar,,https://www.curseforge.com/minecraft/mc-mods/stalwart-dungeons,
aquaculturedelight,Aquaculture Delight,1.1.1,aquaculturedelight-1.1.1-forge-1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/aquaculture-delight,
create_jetpack,Create Jetpack,4.4.2,create_jetpack-forge-4.4.2.jar,,,https://github.com/pssbletrngle/createjetpack/issues
sound_physics_remastered,Sound Physics Remastered,1.20.1-1.4.13,sound-physics-remastered-forge-1.20.1-1.4.13.jar,,https://www.curseforge.com/minecraft/mc-mods/sound-physics-remastered,https://github.com/henkelmax/sound-physics-remastered/issues
ironjetpacks,Iron Jetpacks,7.0.8,IronJetpacks-1.20.1-7.0.8.jar,,https://blakesmods.com/iron-jetpacks,
powah,Powah,5.0.10,Powah-5.0.10.jar,,https://www.curseforge.com/minecraft/mc-mods/powah,https://github.com/owmii/powah/issues
maxhealthfix,MaxHealthFix,12.0.3,MaxHealthFix-Forge-1.20.1-12.0.3.jar,,https://www.curseforge.com/minecraft/mc-mods/max-health-fix,https://github.com/Darkhax-Minecraft/Max-Health-Fix/issues
cabletiers,Cable Tiers,1.20.1-1.2.2,cabletiers-1.20.1-1.2.2.jar,,https://www.curseforge.com/minecraft/mc-mods/cable-tiers,https://github.com/starforcraft/Cable-Tiers/issues/new/choose
rangedpumps,Ranged Pumps,1.1.0,rangedpumps-1.1.0.jar,,https://refinedmods.com/ranged-pumps,https://github.com/refinedmods/rangedpumps
guardvillagers,Guard Villagers,1.20.1-1.6.10,guardvillagers-1.20.1-1.6.10.jar,,https://www.curseforge.com/minecraft/mc-mods/guard-villagers,https://github.com/seymourimadeit/guardvillagers/issues
chancecubes,Chance Cubes,1.20.1-5.0.2.489,ChanceCubes-1.20.1-5.0.2.489.jar,,,https://github.com/TheTurkeyDev/ChanceCubes/issues
voltaic,Voltaic,1.20.1-1.0.0-5,Voltaic-1.20.1-1.0.0-5.jar,,https://github.com/aurilisdev/Voltaic,https://github.com/aurilisdev/Electrodynamics
fcbop,Farmer's Cutting: Biomes O' Plenty,1.0.0,farmers-cutting-biomes-o-plenty-1.0.0.jar,,,https://github.com/Joshcraft2002/farmers-cutting/issues
balm,Balm,7.3.31,balm-forge-1.20.1-7.3.31-all.jar,,https://mods.twelveiterations.com/,https://github.com/TwelveIterationMods/Balm/issues
lootintegrations_iceandfire,lootintegrations_iceandfire mod,1.1,lootintegrations_iceandfire-1.1.jar,,,
stonechest,Stone Chest,1.0.0,stonechest-1.20.1-1.0.0.jar,,https://www.curseforge.com/minecraft/mc-mods/stone-chest,https://github.com/DoctorFTB/StoneChest/issues
mangomultiblock,mangomultiblock,1.3.0,mangomultiblock-1.20.1-1.3.0.jar,,,
projectile_damage,Projectile Damage Attribute,3.2.2+1.20.1,projectile_damage-forge-3.2.2+1.20.1.jar,,,https://github.com/ZsoltMolnarrr/ProjectileDamage/issues
jeresources,Just Enough Resources,1.4.0.247,JustEnoughResources-1.20.1-1.4.0.247.jar,,https://www.curseforge.com/minecraft/mc-mods/just-enough-resources-jer,https://github.com/way2muchnoise/JustEnoughResources/issues
shetiphiancore,ShetiPhian-Core,1.20.1-1.4,shetiphiancore-forge-1.20.1-1.4.jar,,https://shetiphian.carrd.co,https://github.com/ShetiPhian/Localizations-and-Issues/issues
mysticalagradditions,Mystical Agradditions,7.0.10,MysticalAgradditions-1.20.1-7.0.10.jar,,https://blakesmods.com/mystical-agradditions,
athena,Athena,3.1.2,athena-forge-1.20.1-3.1.2.jar,,https://www.curseforge.com/minecraft/mc-mods/athena,https://github.com/terrarium-earth/athena/issues
glodium,Glodium,1.20-1.5-forge,Glodium-1.20-1.5-forge.jar,,https://github.com/GlodBlock/Glodium,
ae2insertexportcard,AE2 Insert Export Card,1.20.1-1.3.0,ae2insertexportcard-1.20.1-1.3.0.jar,,https://www.curseforge.com/minecraft/mc-mods/ae2-insert-export-card,https://github.com/starforcraft/AE2-Insert-Export-Card/issues/new/choose
torchmaster,Torchmaster,20.1.9,torchmaster-20.1.9.jar,,,
botanytrees,BotanyTrees,9.0.18,BotanyTrees-Forge-1.20.1-9.0.18.jar,,https://www.curseforge.com/minecraft/mc-mods/botany-trees,https://github.com/Darkhax-Minecraft/BotanyTrees/issues
alekiships,aleki's Nifty Ships,1.0.14,alekiNiftyShips-FORGE-1.20.1-1.0.14.jar,,,
w2pets,Waystones Teleport Pets,1.0,WaystonesTeleportPets-1.20-1.20.1--1.2.jar,,,
ironfurnaces,Iron Furnaces,4.1.6,ironfurnaces-1.20.1-4.1.6.jar,,https://www.curseforge.com/minecraft/mc-mods/iron-furnaces/,
mcwtrpdoors,Macaw's Trapdoors,1.1.4,mcw-trapdoors-1.1.4-mc1.20.1forge.jar,,https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors,
supermartijn642corelib,SuperMartijn642's Core Lib,1.1.18,supermartijn642corelib-1.1.18-forge-mc1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib,https://github.com/SuperMartijn642/SuperMartijn642sCoreLib/issues
yungsbridges,YUNG's Bridges,1.20-Forge-4.0.3,YungsBridges-1.20-Forge-4.0.3.jar,,https://www.curseforge.com/minecraft/mc-mods/yungs-bridges,https://github.com/yungnickyoung/YUNGs-Bridges/issues
resourcefulconfig,Resourcefulconfig,2.1.3,resourcefulconfig-forge-1.20.1-2.1.3.jar,,,https://github.com/Team-Resourceful/Resouceful-Config/issues
curios,Curios API,5.14.1+1.20.1,curios-forge-5.14.1+1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/curios,https://github.com/TheIllusiveC4/Curios/issues
tinkersjewelry,Tinkers' Jewelry,1.2.0,tinkersjewelry-1.2.0.jar,,,
projectexpansion,Project Expansion,1.20.1-1.1.2,ProjectExpansion-1.20.1-1.1.2.jar,,https://github.com/DonovanDMC/ProjectExpansion,
energymeter,Energy Meter,1.20.1-1.0.0,energymeter-forge-1.20.1-1.0.0.jar,,,https://github.com/AlmostReliable/energymeter-forge/issues
searchables,Searchables,1.0.3,Searchables-forge-1.20.1-1.0.3.jar,,https://minecraft.curseforge.com/projects/searchables,https://github.com/jaredlll08/searchables/issues
nuclearscience,Nuclear Science,1.20.1-0.6.2-3,Nuclear Science-1.20.1-0.6.2-3.jar,,https://github.com/aurilisdev/Nuclear-Science,https://github.com/aurilisdev/Nuclear-Science
angelring,Angel Ring 2,2.2.3,angelring-1.20.1-2.3.1.jar,,https://www.curseforge.com/minecraft/mc-mods/angel-ring,https://github.com/DenisMasterHerobrine/AngelRing/issues
icarus,Icarus,2.12.0,Icarus-Forge-2.12.0.jar,,https://curseforge.com/projects/428151,https://github.com/Up-Mods/Icarus/issues
etstlib,EtSTLib,3.0.0-beta.10,etstlib-3.0.0-beta.10.jar,,,
mcwfurnitures,Macaw's Furniture,3.3.0,mcw-furniture-3.3.0-mc1.20.1forge.jar,,https://www.curseforge.com/minecraft/mc-mods/macaws-furniture,
foregoing_tweaker,Foregoing Tweaker,1.20.1-1.2.1,foregoing_tweaker-1.20.1-1.2.1.jar,,https://www.curseforge.com/minecraft/mc-mods/foregoing_tweaker,https://github.com/Mrthomas20121/ForegoingTweaker/issues
adchimneys,Advanced Chimneys,10.1.18.0,AdChimneys-1.20.1-10.1.18.0-build.1318.jar,,https://www.curseforge.com/minecraft/mc-mods/advanced-chimneys,https://www.curseforge.com/minecraft/mc-mods/advanced-chimneys/issues
flightlib,Flight Lib,2.1.0,flightlib-forge-2.1.0.jar,,,https://github.com/pssbletrngle/flightlib/issues
jadeaddons,Jade Addons,5.5.0+forge,JadeAddons-1.20.1-Forge-5.5.0.jar,,https://www.curseforge.com/minecraft/mc-mods/jade-addons,
createchromaticreturn,Create: Chromatic Return,1.0.0,createchromaticreturn-1.0.2-forge-1.20.1.jar,,https://mcreator.net,
mobtimizations,Mobtimizations,1.20.1-1.0.0,mobtimizations-forge-1.20.1-1.0.0.jar,,,
cobblefordays,Cobble For Days,1.8.0,CobbleForDays-1.8.0.jar,,,
codechickenlib,CodeChicken Lib,4.4.0.516,CodeChickenLib-1.20.1-4.4.0.516-universal.jar,,https://www.curseforge.com/minecraft/mc-mods/codechicken-lib-1-8,https://github.com/TheCBProject/CodeChickenLib
cb_multipart,CBMultipart,3.3.0.146,CBMultipart-1.20.1-3.3.0.146-universal.jar,,https://github.com/TheCBProject/CBMultipart,https://github.com/TheCBProject/ForgeMultipart
cb_microblock,CBMicroblock,3.3.0.146,CBMultipart-1.20.1-3.3.0.146-universal.jar,,https://github.com/TheCBProject/CBMultipart,https://github.com/TheCBProject/ForgeMultipart
cb_multipart_minecraft,CBMultipart Minecraft,3.3.0.146,CBMultipart-1.20.1-3.3.0.146-universal.jar,,https://github.com/TheCBProject/CBMultipart,https://github.com/TheCBProject/ForgeMultipart
brandonscore,Brandon's Core,3.2.1.302,BrandonsCore-1.20.1-3.2.1.302-universal.jar,,,
draconicevolution,Draconic Evolution,3.1.2.604,Draconic-Evolution-1.20.1-3.1.2.604-universal.jar,,,
bettermineshafts,YUNG's Better Mineshafts,1.20-Forge-4.0.4,YungsBetterMineshafts-1.20-Forge-4.0.4.jar,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-mineshafts-forge,https://github.com/yungnickyoung/YUNGs-Better-Mineshafts/issues
sliceanddice,Create Slice & Dice,3.4.1,sliceanddice-forge-3.4.1.jar,,,https://github.com/pssbletrngle/sliceanddice/issues
elytraslot,Elytra Slot,6.4.4+1.20.1,elytraslot-forge-6.4.4+1.20.1.jar,,,https://github.com/illusivesoulworks/elytraslot/issues
create_questing,Create Questing,1.0.0,Create_Questing-FORGE-1.20.1-1.0.0.jar,,,
mowziesmobs,Mowzie's Mobs,1.7.3,mowziesmobs-1.7.3.jar,,https://www.curseforge.com/minecraft/mc-mods/mowzies-mobs,https://github.com/BobMowzie/MowziesMobs/issues
doubledoors,Double Doors,7.1,doubledoors-1.20.1-7.1.jar,,https://serilum.com/mod/double-doors,https://github.com/Serilum/.issue-tracker/labels/Mod:%20Double%20Doors
createbigcannons,Create Big Cannons,5.9.1,createbigcannons-5.9.1-mc.1.20.1-forge.jar,,,https://github.com/Cannoneers-of-Create/CreateBigCannons/issues
mekanismcovers,Mekanism Covers,1.3-BETA+1.20,mekanismcovers-1.3-BETA+1.20.jar,,,
tinkers_katanas,Tinkers' Katanas,1.3.4,TinkersKatanas_v1.3.4.jar,,,https://github.com/Xenon372/TinkersKatanas/issues
jei,Just Enough Items,15.20.0.106,jei-1.20.1-forge-15.20.0.106.jar,,https://www.curseforge.com/minecraft/mc-mods/jei,https://github.com/mezz/JustEnoughItems/issues?q=is%3Aissue
multipiston,Multi-Piston,1.20-1.2.43-RELEASE,multipiston-1.20-1.2.43-RELEASE.jar,,,
tesseract,Tesseract,1.0.37,tesseract-1.0.37-forge-mc1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/tesseract,https://github.com/SuperMartijn642/Tesseract/issues
bdlib,BdLib,1.27.0.8,bdlib-1.27.0.8-mc1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/bdlib,https://github.com/bdew-minecraft/bdlib/issues
kubejsarsnouveau,KubeJS Ars Nouveau,1.2.2,kubejsarsnouveau-1.2.2.jar,,,
travelersbackpack,Traveler's Backpack,9.1.39,travelersbackpack-forge-1.20.1-9.1.39.jar,,https://www.curseforge.com/minecraft/mc-mods/travelers-backpack,
libx,LibX,1.20.1-5.0.12,LibX-1.20.1-5.0.12.jar,,https://www.curseforge.com/minecraft/mc-mods/libx,https://github.com/ModdingX/LibX/issues
adhooks,Advanced Hook Launchers,10.1.2.1,AdHooks-1.20.1-10.1.2.1-build.0895.jar,,https://www.curseforge.com/minecraft/mc-mods/advanced-hook-launchers,https://www.curseforge.com/minecraft/mc-mods/advanced-hook-launchers/issues
glitchcore,GlitchCore,0.0.1.1,GlitchCore-forge-1.20.1-0.0.1.1.jar,,,https://github.com/Glitchfiend/GlitchCore/issues
biomesoplenty,Biomes O' Plenty,19.0.0.96,BiomesOPlenty-forge-1.20.1-19.0.0.96.jar,,,https://github.com/Glitchfiend/BiomesOPlenty/issues
seeds,Seeds,1.1.5,seeds-1.20.1-1.1.5.jar,,https://www.curseforge.com/minecraft/mc-mods/sustainable,
pneumaticcraft,PneumaticCraft: Repressurized,6.0.20+mc1.20.1,pneumaticcraft-repressurized-6.0.20+mc1.20.1.jar,,,https://github.com/TeamPneumatic/pnc-repressurized/issues
neruina,Neruina,2.1.2,Neruina-2.1.2-forge+1.20.1.jar,,,https://github.com/Bawnorton/Neruina/issues
starlight,Starlight,1.1.2+forge.1cda73c,starlight-1.1.2+forge.1cda73c.jar,,https://www.curseforge.com/minecraft/mc-mods/starlight-forge,
aetherdelight,Aether Delight,1.0.0,aether_delight_1.0.0_forge_1.20.1.jar,,https://www.curseforge.com/members/nocubeyt/projects,
puzzlesaccessapi,Puzzles Access Api,20.1.1,puzzlesaccessapi-forge-20.1.1.jar,,https://github.com/Fuzss/puzzlesaccessapi,https://github.com/Fuzss/puzzlesaccessapi/issues
forge,Forge,47.4.0,forge-1.20.1-47.4.0-universal.jar,,https://minecraftforge.net/,https://minecraftforge.net/
cofh_core,CoFH Core,11.0.2,cofh_core-1.20.1-11.0.2.56.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
thermal,Thermal Series,11.0.6,thermal_core-1.20.1-11.0.6.24.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
commonality,Commonality,7.0.0,commonality-1.20.1-7.0.0.jar,,https://github.com/ApexStudios-Dev/Commonality,https://discord.apexstudios.dev/
thermal_cultivation,Thermal Cultivation,11.0.1,thermal_cultivation-1.20.1-11.0.1.24.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
appleskin,AppleSkin,2.5.1+mc1.20.1,appleskin-forge-mc1.20.1-2.5.1.jar,,https://github.com/squeek502/AppleSkin,https://github.com/squeek502/AppleSkin
akashictome,Akashic Tome,1.7-27,AkashicTome-1.7-27.jar,,,https://github.com/Vazkii/AkashicTome
archers_paradox,Archer's Paradox,5.0.0,archers_paradox-1.20.1-5.0.0.17.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
morphtool,Morph-o-Tool,1.7-38,Morph-o-Tool-1.7-38.jar,,,https://github.com/Vazkii/Morph-o-Tool
thermal_innovation,Thermal Innovation,11.0.1,thermal_innovation-1.20.1-11.0.1.23.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
silentgear,Silent Gear,3.6.6,silent-gear-1.20.1-3.6.6.jar,,,https://github.com/SilentChaos512/Silent-Gear/issues
silentgems,Silent's Gems: Base,4.7.0,silents-gems-1.20.1-4.7.0.jar,,,https://github.com/SilentChaos512/SilentGems/issues
thermal_foundation,Thermal Foundation,11.0.6,thermal_foundation-1.20.1-11.0.6.70.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
thermal_locomotion,Thermal Locomotion,11.0.1,thermal_locomotion-1.20.1-11.0.1.19.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
thermal_dynamics,Thermal Dynamics,11.0.1,thermal_dynamics-1.20.1-11.0.1.23.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
mcwpaths,Macaw's Paths and Pavings,1.1.0,mcw-paths-1.1.0forge-mc1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/macaws-paths-and-pavings,
ifeu,Industrial Foregoing: Extra Upgrades,1.20.1-2.3.000,ifeu-1.20.1-2.3.000.jar,,,
jsonthings,Json Things,0.9.9,JsonThings-1.20.1-0.9.9.jar,,https://github.com/gigaherz/JsonThings,https://github.com/gigaherz/JsonThings/issues
mekanism,Mekanism,10.4.16,Mekanism-1.20.1-10.4.16.80.jar,,https://aidancbrady.com/mekanism/,https://github.com/mekanism/Mekanism/issues
mekaweapons,Mekanism: Weapons,2.5,MekanismWeapons-1.20.1-2.5.jar,,,
mekanismgenerators,Mekanism: Generators,10.4.16,MekanismGenerators-1.20.1-10.4.16.80.jar,,https://aidancbrady.com/mekanism/,https://github.com/mekanism/Mekanism/issues
drippyloadingscreen,Drippy Loading Screen,3.0.12,drippyloadingscreen_forge_3.0.12_MC_1.20.1.jar,,,
alchemistry,Alchemistry,2.3.4,alchemistry-1.20.1-2.3.4.jar,,,https://github.com/smashingmods/alchemistry/issues
zerocore,Zero CORE 2,1.20.1-2.1.47,ZeroCore2-1.20.1-2.1.47.jar,,,https://github.com/ZeroNoRyouki/ZeroCore2/issues
mousetweaks,Mouse Tweaks,2.25.1,MouseTweaks-forge-mc1.20.1-2.25.1.jar,,https://minecraft.curseforge.com/projects/mouse-tweaks,https://github.com/YaLTeR/MouseTweaks/issues
bettercombat,Better Combat,1.8.6+1.20.1,bettercombat-forge-1.8.6+1.20.1.jar,,,
combatroll,Combat Roll,1.3.3+1.20.1,combatroll-forge-1.3.3+1.20.1.jar,,,https://github.com/ZsoltMolnarrr/CombatRoll/issues
psi,Psi,2.0.0,Psi-1.20.1-102.jar,,,https://github.com/Vazkii/Psi
immersiveengineering,Immersive Engineering,1.20.1-10.2.0-183,ImmersiveEngineering-1.20.1-10.2.0-183.jar,,https://minecraft.curseforge.com/projects/immersive-engineering/,https://github.com/BluSunrize/ImmersiveEngineering/issues
createoreexcavation,Create Ore Excavation,1.6.4,createoreexcavation-1.20-1.6.4.jar,,https://www.curseforge.com/minecraft/mc-mods/create-ore-excavation,https://github.com/tom5454/Create-Ore-Excavation/issues
spectrelib,SpectreLib,0.13.17+1.20.1,spectrelib-forge-0.13.17+1.20.1.jar,,https://github.com/illusivesoulworks/spectrelib,https://github.com/illusivesoulworks/spectrelib/issues
create_aquatic_ambitions,Create: Aquatic Ambitions,1.20.1-1.1.1,create_aquatic_ambitions_forge-1.20.1-1.1.3.jar,,,
kotlinforforge,Kotlin For Forge,4.11.0,kffmod-4.11.0.jar,,,
pipez,Pipez,1.20.1-1.2.21,pipez-forge-1.20.1-1.2.21.jar,,https://www.curseforge.com/minecraft/mc-mods/pipez,https://github.com/henkelmax/pipez/issues
mantle,Mantle,1.11.63,Mantle-1.20.1-1.11.63.jar,,https://minecraft.curseforge.com/projects/mantle,https://github.com/SlimeKnights/Mantle/issues
integrateddynamics,IntegratedDynamics,1.27.5,IntegratedDynamics-1.20.1-1.27.5.jar,,,https://github.com/CyclopsMC/IntegratedDynamics/issues
integrateddynamicscompat,IntegratedDynamics-Compat,1.27.5,IntegratedDynamics-1.20.1-1.27.5.jar,,,https://github.com/CyclopsMC/IntegratedDynamics/issues
integratedcrafting,IntegratedCrafting,1.2.2,IntegratedCrafting-1.20.1-1.2.2.jar,,,https://github.com/CyclopsMC/IntegratedCrafting/issues
pamhc2foodcore,Pam's HarvestCraft 2 - Food Core,1.0.5,pamhc2foodcore-1.20.4-1.0.5.jar,,,
itemcollectors,Item Collectors,1.1.10,itemcollectors-1.1.10-forge-mc1.20.jar,,https://www.curseforge.com/minecraft/mc-mods/item-collectors,https://github.com/SuperMartijn642/ItemCollectors/issues
croptopia,Croptopia,3.0.4,Croptopia-1.20.1-FORGE-3.0.4.jar,,,
aquacombat,Aqua combat,1.2,aquacombat 1.2.jar,,,
polymorph,Polymorph,0.49.10+1.20.1,polymorph-forge-0.49.10+1.20.1.jar,,,https://github.com/illusivesoulworks/polymorph/issues
zeta,Zeta,1.0-30,Zeta-1.0-30.jar,,,https://github.com/VazkiiMods/Zeta
entityculling,EntityCulling,1.8.1,entityculling-forge-1.8.1-mc1.20.1.jar,,https://modrinth.com/mod/entityculling,https://github.com/tr7zw/EntityCulling/issues
createcontraptionterminals,Create Contraption Terminals,1.2.0,createcontraptionterminals-1.20-1.2.0.jar,,https://www.curseforge.com/minecraft/mc-mods/create-contraption-terminals,https://github.com/tom5454/Create-Contraption-Terminals/issues
creativecrafter,Creative Crafter,1.20.1-1.1,creativecrafter-1.20.1-1.1.jar,,https://www.curseforge.com/minecraft/mc-mods/creative-crafter,https://github.com/starforcraft/Creative-Crafter/issues/new/choose
torchbowmod,TorchBowMod,1.0.0,[1.20][Forge]TorchBowMod_v1.0.jar,,,
aquamirae_delight,Aquamirae Delight,1.5.2,aquamirae_delight-1.5.2-forge-1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/aquamirae-delight,
puzzleslib,Puzzles Lib,8.1.32,PuzzlesLib-v8.1.32-1.20.1-Forge.jar,,https://github.com/Fuzss/puzzleslib,https://github.com/Fuzss/puzzleslib/issues
aquaculture,Aquaculture 2,2.5.5,Aquaculture-1.20.1-2.5.5.jar,,https://minecraft.curseforge.com/projects/aquaculture,
tcintegrations,Tinkers' Integrations and Tweaks,1.20.1-2.0.25.9,TCIntegrations-1.20.1-2.0.25.9.jar,,https://github.com/wendall911/TCIntegrations,https://github.com/wendall911/TCIntegrations/issues
chunksending,chunksending mod,1.20.1-2.8,chunksending-1.20.1-2.8.jar,,,
aquamirae,Aquamirae,6.API15,aquamirae-6.API15.jar,,,
cristellib,Cristel Lib,1.1.6,cristellib-1.1.6-forge.jar,,,
cyclopscore,Cyclops Core,1.20.1,CyclopsCore-1.20.1-1.20.1.jar,,,https://github.com/CyclopsMC/CyclopsCore/issues
betterwitchhuts,YUNG's Better Witch Huts,1.20-Forge-3.0.3,YungsBetterWitchHuts-1.20-Forge-3.0.3.jar,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-witch-huts,https://github.com/yungnickyoung/YUNGs-Better-Witch-Huts/issues
netherportalfix,NetherPortalFix,13.0.1,netherportalfix-forge-1.20-13.0.1.jar,,https://mods.twelveiterations.com/mc/netherportalfix,https://github.com/TwelveIterationMods/NetherPortalFix/issues
geckolib,GeckoLib 4,4.7.2,geckolib-forge-1.20.1-4.7.2.jar,,http://geckolib.com/,https://github.com/bernie-g/geckolib/issues
creeperoverhaul,Creeper Overhaul,3.0.2,creeperoverhaul-3.0.2-forge.jar,,,
ars_nouveau,Ars Nouveau,4.12.7,ars_nouveau-1.20.1-4.12.7-all.jar,,,https://github.com/baileyholl/Ars-Nouveau
knightsnmages,KnightsnMages,0.0.7-neo,knightsnmages-0.0.7-neo.jar,,,
